Area_Name,HR,lon,lat
N Hollywood,0,-118.3725,34.2022
Foothill,7,-118.2667,34.2408
West LA,21,-118.4609,34.0495
Devonshire,18,-118.52,34.2359
Southeast,18,-118.287,33.9298
Devonshire,5,-118.606,34.2572
Olympic,7,-118.3003,34.0472
West LA,19,-118.4763,34.0616
Olympic,19,-118.2966,34.0654
Newton,8,-118.2533,34.0337
Foothill,7,-118.4215,34.2802
N Hollywood,14,-118.3953,34.1436
Mission,21,-118.472,34.2356
Wilshire,13,-118.3478,34.0623
Topanga,0,-118.571,34.2202
Newton,15,-118.2717,34.0039
Olympic,18,-118.2917,34.0691
Pacific,19,-118.4489,33.9876
Southwest,4,-118.3182,34.0183
West LA,7,-118.4439,34.0588
Newton,16,-118.2672,34.0162
Olympic,10,-118.2979,34.0636
Mission,19,-118.472,34.2356
West LA,11,-118.4502,34.0294
Van Nuys,14,-118.4574,34.1903
77th Street,20,-118.285,33.9727
Van Nuys,18,-118.4312,34.1649
Northeast,18,-118.2042,34.1079
West LA,18,-118.4394,34.0393
Central,9,-118.2491,34.0517
Olympic,17,-118.309,34.0389
West Valley,9,-118.5448,34.2011
Wilshire,20,-118.3699,34.0522
77th Street,12,-118.2915,33.9892
Central,15,-118.2542,34.0481
77th Street,17,-118.3089,33.9892
West Valley,16,-118.5374,34.2048
Northeast,23,-118.2782,34.1062
West LA,17,-118.4219,34.0381
West LA,18,-118.4491,34.0445
Harbor,23,-118.3076,33.7895
Harbor,18,-118.2845,33.7909
77th Street,12,-118.3308,33.989
Harbor,15,-118.2975,33.7845
Harbor,19,-118.2999,33.7978
Mission,19,-118.4674,34.2573
Harbor,23,-118.2587,33.7446
Newton,19,-118.2544,34.0185
Hollenbeck,6,-118.2197,34.0453
Hollywood,15,-118.3157,34.0908
Hollywood,21,-118.318,34.0958
Foothill,18,-118.4315,34.2694
Harbor,14,-118.2513,33.7532
West Valley,0,-118.495,34.1309
Hollenbeck,11,-118.1705,34.0734
Southwest,8,-118.3067,34.0085
West Valley,17,-118.4859,34.2012
Foothill,6,-118.4352,34.2672
Topanga,14,-118.6146,34.1865
Southwest,7,-118.3023,34.0061
Pacific,21,-118.4327,33.9832
Newton,10,-118.2698,34.0231
Newton,12,-118.2696,33.9923
Devonshire,18,-118.5623,34.2573
West Valley,16,-118.536,34.18
Van Nuys,7,-118.44,34.1885
Pacific,9,-118.4136,33.9598
Van Nuys,19,-118.4487,34.1952
Devonshire,5,-118.5202,34.313
Southwest,16,-118.2959,34.0109
Hollywood,17,-118.3222,34.0853
Central,12,-118.2484,34.0478
Foothill,7,-118.2689,34.2424
Rampart,17,-118.2893,34.0887
Mission,20,-118.4409,34.2153
77th Street,17,-118.3155,33.9728
Van Nuys,15,-118.4509,34.1939
Pacific,14,-118.4707,33.9918
West LA,14,-118.4612,34.0673
Rampart,20,-118.2831,34.0723
Topanga,17,-118.5974,34.1715
Newton,16,-118.2535,34.0259
Wilshire,16,-118.3575,34.0592
Hollywood,12,-118.318,34.0993
Southwest,12,-118.2822,34.0283
Devonshire,13,-118.5234,34.2649
Devonshire,13,-118.5536,34.2282
Newton,17,-118.2521,33.9921
Southeast,7,-118.2826,33.9401
Foothill,14,-118.4104,34.2279
West Valley,10,-118.5535,34.1727
Pacific,16,-118.3803,33.9494
Pacific,21,-118.4667,34.0008
Southwest,18,-118.2959,34.0037
N Hollywood,21,-118.3965,34.194
Pacific,17,-118.3941,33.9782
West Valley,7,-118.4749,34.1892
Topanga,13,-118.6015,34.1829
Wilshire,7,-118.372,34.0642
Rampart,18,-118.2917,34.0836
Southwest,17,-118.2937,34.0073
Newton,17,-118.2609,34.0039
West Valley,11,-118.5272,34.1655
Devonshire,21,-118.5199,34.2449
Olympic,5,-118.2842,34.0588
West LA,19,-118.4455,34.0584
Foothill,12,-118.3965,34.2217
West Valley,8,-118.4836,34.1939
77th Street,8,-118.3309,33.9757
Mission,16,-118.4502,34.2427
Foothill,7,-118.2979,34.2596
West LA,10,-118.4609,34.0495
Devonshire,15,-118.5151,34.2248
Harbor,22,-118.2417,33.7812
Hollywood,11,-118.3267,34.098
Olympic,10,-118.3066,34.0617
Hollenbeck,11,-118.1614,34.0837
Mission,14,-118.4442,34.2354
Mission,12,-118.4508,34.3241
Devonshire,19,-118.5144,34.2757
N Hollywood,7,-118.4052,34.2012
Central,9,-118.2412,34.0591
N Hollywood,20,-118.4138,34.154
Van Nuys,19,-118.428,34.1903
77th Street,14,-118.2915,33.9978
Olympic,8,-118.3229,34.069
Wilshire,18,-118.3774,34.0373
Southeast,11,-118.2717,33.9339
Harbor,9,-118.3026,33.7569
Central,23,-118.2363,34.0392
Olympic,17,-118.309,34.0472
Pacific,16,-118.3803,33.9494
West LA,6,-118.4518,34.0986
Newton,15,-118.2622,34.0286
West LA,15,-118.4219,34.0381
Pacific,7,-118.4275,33.9733
Wilshire,9,-118.3522,34.0803
Wilshire,21,-118.366,34.0536
Pacific,18,-118.4478,33.9905
Olympic,15,-118.2992,34.0618
Pacific,11,-118.4653,34.0001
Wilshire,22,-118.3547,34.084
West LA,7,-118.4783,34.0585
77th Street,21,-118.3177,33.98
West LA,15,-118.4654,34.0722
West LA,10,-118.4166,34.1016
Wilshire,9,-118.3789,34.0764
Southwest,9,-118.2872,34.0096
Northeast,13,-118.219,34.0864
Wilshire,13,-118.3463,34.0726
Mission,4,-118.4445,34.2296
Devonshire,6,-118.5886,34.2427
Pacific,11,-118.4622,33.9943
Newton,6,-118.2395,34.02
West Valley,2,-118.5273,34.1723
Northeast,5,-118.2251,34.0874
N Hollywood,17,-118.3703,34.2048
Hollenbeck,7,-118.2217,34.043
Southwest,16,-118.276,34.0282
Newton,17,-118.2801,33.9824
Wilshire,18,-118.3303,34.0667
Devonshire,12,-118.5536,34.2355
Topanga,14,-118.6185,34.1937
77th Street,19,-118.3002,33.9969
West Valley,17,-118.5492,34.2205
Rampart,12,-118.2769,34.0446
77th Street,16,-118.2871,33.9655
Central,14,-118.2531,34.0519
N Hollywood,20,-118.3763,34.1758
Newton,14,-118.2687,34.0039
Devonshire,6,-118.5154,34.2576
Pacific,4,-118.4365,33.9785
Devonshire,10,-118.5361,34.2355
Pacific,8,-118.4116,34.0253
Pacific,19,-118.4336,34.0038
Rampart,7,-118.2751,34.0477
Van Nuys,14,-118.4312,34.1504
Pacific,7,-118.3872,33.9599
N Hollywood,13,-118.3704,34.1649
Newton,7,-118.2333,34.019
77th Street,17,-118.3046,33.9455
Newton,11,-118.2379,34.0273
Hollenbeck,17,-118.2161,34.0568
Mission,17,-118.4677,34.2214
Newton,10,-118.2383,33.993
Mission,7,-118.4427,34.3022
Northeast,8,-118.2874,34.11
Foothill,20,-118.3955,34.2749
Mission,14,-118.4316,34.2473
Foothill,13,-118.4021,34.2359
Rampart,15,-118.2881,34.08
Devonshire,20,-118.5885,34.2427
Wilshire,8,-118.3754,34.0368
77th Street,22,-118.2892,33.9846
Topanga,8,-118.5985,34.1542
West LA,20,-118.4537,34.0324
Central,21,-118.2431,34.0645
Rampart,11,-118.2917,34.0836
Mission,12,-118.4546,34.2799
Van Nuys,12,-118.4618,34.1939
Wilshire,23,-118.3419,34.0711
Newton,20,-118.2478,33.9957
Van Nuys,23,-118.4488,34.2085
N Hollywood,6,-118.3878,34.2012
Hollywood,9,-118.3266,34.0908
Southeast,0,-118.2906,33.8925
Topanga,12,-118.6058,34.1746
Mission,17,-118.4411,34.2508
Mission,1,-118.463,34.2563
Central,9,-118.2567,34.0405
West LA,12,-118.45,34.0484
N Hollywood,9,-118.4116,34.1973
Northeast,14,-118.2668,34.0828
West LA,9,-118.4183,34.0556
Mission,16,-118.4536,34.2355
Hollenbeck,8,-118.2242,34.072
Foothill,22,-118.398,34.2362
West LA,18,-118.4637,34.0395
Hollywood,19,-118.324,34.1053
Devonshire,20,-118.5536,34.2428
Olympic,16,-118.3153,34.0725
Mission,9,-118.4502,34.2427
Pacific,16,-118.3702,33.9799
Pacific,12,-118.4483,34.027
Newton,20,-118.2705,33.9892
Olympic,3,-118.2868,34.069
Newton,18,-118.2652,33.982
Topanga,21,-118.6016,34.2083
Southwest,18,-118.289,34.0037
Olympic,13,-118.3141,34.0672
Rampart,4,-118.2812,34.0857
77th Street,8,-118.2827,33.9988
Devonshire,17,-118.5885,34.2282
Rampart,0,-118.2671,34.0717
Olympic,17,-118.3135,34.0385
Newton,22,-118.2565,34.011
Wilshire,13,-118.344,34.0736
Wilshire,9,-118.3795,34.0736
Wilshire,16,-118.3285,34.0798
Wilshire,13,-118.3263,34.044
Hollywood,17,-118.3479,34.098
Olympic,1,-118.2976,34.0577
Newton,17,-118.2783,33.9892
Pacific,19,-118.4654,33.9795
West LA,9,-118.4458,34.0509
Hollywood,19,-118.3304,34.1053
West LA,13,-118.53,34.0456
Van Nuys,17,-118.4662,34.2012
Hollenbeck,12,-118.1956,34.045
Hollywood,19,-118.3071,34.0981
Rampart,14,-118.288,34.0818
Newton,19,-118.2783,33.9915
Pacific,9,-118.4522,33.9945
Southwest,17,-118.2915,34.0184
Hollenbeck,17,-118.2112,34.0628
West Valley,10,-118.4799,34.1976
Central,11,-118.24,34.0558
Topanga,16,-118.6059,34.1867
Van Nuys,7,-118.428,34.1475
Central,8,-118.2579,34.0459
Pacific,11,-118.3732,33.9773
Van Nuys,9,-118.4531,34.1897
Northeast,8,-118.2377,34.1066
Topanga,0,-118.5797,34.1884
Foothill,19,-118.414,34.2445
West Valley,8,-118.5464,34.2048
Southwest,8,-118.3239,34.0312
Devonshire,14,-118.5024,34.2503
West Valley,12,-118.5536,34.2205
Northeast,12,-118.2885,34.0957
Hollenbeck,4,-118.2253,34.042
77th Street,11,-118.3294,33.9745
Devonshire,4,-118.5438,34.2282
Newton,9,-118.2441,34.0002
Hollywood,8,-118.3307,34.1075
Newton,18,-118.2643,34.017
Topanga,12,-118.6235,34.2206
West LA,11,-118.4277,34.0392
Hollenbeck,22,-118.1975,34.0175
Newton,5,-118.232,34.0241
West Valley,7,-118.4837,34.1976
Foothill,6,-118.3952,34.2786
Hollywood,11,-118.319,34.0944
Southwest,23,-118.3111,34.0109
West LA,7,-118.438,34.0345
Foothill,6,-118.4132,34.2409
Foothill,1,-118.2873,34.2559
West LA,17,-118.4032,34.0475
West LA,10,-118.4277,34.0392
Hollenbeck,17,-118.2019,34.0522
Olympic,19,-118.2979,34.0598
Harbor,1,-118.2814,33.7315
Hollenbeck,12,-118.213,34.0702
Southwest,9,-118.3699,34.0344
Devonshire,21,-118.5154,34.2576
N Hollywood,10,-118.3713,34.1409
77th Street,8,-118.3089,34.0037
West LA,11,-118.4484,34.0465
Rampart,4,-118.2838,34.0835
Wilshire,16,-118.3764,34.0426
Wilshire,6,-118.3383,34.0621
77th Street,7,-118.3113,33.991
Foothill,19,-118.4301,34.2708
Wilshire,20,-118.3609,34.0485
77th Street,16,-118.2827,33.9824
Central,2,-118.2612,34.0479
77th Street,12,-118.2739,33.9688
Hollywood,17,-118.328,34.1129
Southwest,17,-118.2882,34.0255
Hollenbeck,3,-118.2063,34.0323
Southeast,18,-118.2761,33.9579
Central,10,-118.2478,34.0531
West Valley,19,-118.4896,34.2213
Hollywood,8,-118.3033,34.0908
Olympic,10,-118.309,34.04
Southeast,18,-118.2652,33.9419
Hollenbeck,20,-118.1938,34.0326
Mission,17,-118.4704,34.2267
Foothill,20,-118.4053,34.2094
77th Street,9,-118.3079,33.9455
Harbor,11,-118.2923,33.7433
Southwest,0,-118.2872,34.0146
Van Nuys,8,-118.4662,34.1721
77th Street,17,-118.3134,33.9746
Hollywood,1,-118.3387,34.1016
N Hollywood,20,-118.3987,34.1576
Topanga,12,-118.6233,34.1657
Wilshire,16,-118.3658,34.0761
Northeast,9,-118.2551,34.0817
Rampart,16,-118.2725,34.0585
Rampart,18,-118.2635,34.0776
Olympic,18,-118.3,34.0509
Rampart,12,-118.271,34.0459
Southeast,15,-118.2391,33.9431
Rampart,16,-118.2614,34.0549
Pacific,22,-118.3785,33.9455
Harbor,22,-118.2905,33.8589
Wilshire,18,-118.372,34.0483
Olympic,17,-118.2916,34.0578
Hollenbeck,20,-118.1949,34.0545
Mission,12,-118.4789,34.3039
Newton,14,-118.2709,34.0149
Central,8,-118.2505,34.0547
Olympic,1,-118.2917,34.0691
Harbor,15,-118.2975,33.7978
Hollywood,17,-118.3402,34.1041
Mission,16,-118.4677,34.2214
Van Nuys,19,-118.4179,34.1781
77th Street,12,-118.3089,33.9892
N Hollywood,18,-118.3852,34.1886
West LA,20,-118.4401,34.0609
West Valley,18,-118.536,34.1724
Pacific,16,-118.4312,34.0049
Southwest,17,-118.3002,34.0109
Foothill,18,-118.3482,34.213
Newton,20,-118.2686,34.0289
Hollywood,10,-118.3158,34.1028
Newton,14,-118.2709,34.0149
77th Street,2,-118.3177,33.9891
Southwest,19,-118.3351,34.011
Southwest,23,-118.312,34.0256
Olympic,17,-118.2916,34.0578
Hollenbeck,10,-118.2224,34.0716
N Hollywood,20,-118.4137,34.1849
Topanga,9,-118.5928,34.1912
Southwest,13,-118.278,34.0264
Van Nuys,17,-118.4605,34.1839
N Hollywood,23,-118.3409,34.1446
N Hollywood,11,-118.3899,34.1722
Rampart,20,-118.2768,34.0695
Wilshire,13,-118.3386,34.065
Pacific,21,-118.4427,33.9847
N Hollywood,15,-118.3744,34.1339
Central,15,-118.247,34.0503
77th Street,18,-118.2915,33.9819
Central,2,-118.2628,34.0462
Northeast,9,-118.2671,34.0923
Mission,18,-118.4296,34.229
Wilshire,11,-118.3289,34.0555
Hollywood,0,-118.3282,34.0998
Southwest,12,-118.3133,34.0219
Topanga,9,-118.5974,34.1679
Southeast,18,-118.2695,33.9419
77th Street,14,-118.3177,33.9834
Wilshire,12,-118.3326,34.0484
Southwest,20,-118.3591,34.0255
Foothill,13,-118.3592,34.2224
Mission,16,-118.4482,34.2471
Central,18,-118.2597,34.0511
Topanga,13,-118.6058,34.1553
Mission,12,-118.4462,34.3049
Southeast,15,-118.2541,33.9433
Olympic,16,-118.302,34.0561
77th Street,8,-118.3046,33.9618
Newton,16,-118.2322,34.0256
Pacific,16,-118.4503,34.0039
West Valley,18,-118.5348,34.1975
Southwest,13,-118.284,34.0237
Topanga,15,-118.6146,34.172
77th Street,22,-118.2918,33.9746
Northeast,15,-118.289,34.0994
N Hollywood,7,-118.3965,34.1867
Pacific,20,-118.4023,33.9454
Foothill,11,-118.4315,34.2694
Pacific,5,-118.4246,34.0237
77th Street,22,-118.309,33.9719
Topanga,10,-118.571,34.1938
Central,14,-118.2462,34.0473
West Valley,18,-118.5011,34.2121
77th Street,3,-118.2827,33.9824
West Valley,19,-118.5273,34.1939
Newton,23,-118.248,34.0272
Central,12,-118.2532,34.0428
Wilshire,23,-118.3284,34.0478
Southwest,19,-118.3348,34.0146
N Hollywood,14,-118.4061,34.205
Pacific,4,-118.4269,34.0252
Southeast,8,-118.2739,33.9601
West LA,19,-118.4063,34.0526
Pacific,20,-118.3859,33.9491
Southwest,15,-118.346,34.0326
Newton,2,-118.2571,34.0219
Van Nuys,18,-118.4618,34.1531
77th Street,15,-118.2827,33.9747
Hollywood,17,-118.3244,34.0908
Olympic,14,-118.2916,34.0491
77th Street,2,-118.2674,33.9747
77th Street,14,-118.2915,33.9624
Rampart,14,-118.2754,34.0497
Mission,4,-118.4676,34.2355
Van Nuys,8,-118.4181,34.1867
Northeast,12,-118.2089,34.1367
77th Street,19,-118.2842,33.9737
Foothill,20,-118.4081,34.2868
N Hollywood,6,-118.3965,34.1959
Newton,8,-118.2513,34.006
Wilshire,18,-118.3681,34.0431
Central,8,-118.2523,34.0419
Olympic,15,-118.2937,34.0527
77th Street,14,-118.2915,33.9892
Mission,17,-118.4443,34.3183
Topanga,14,-118.6212,34.1865
Olympic,5,-118.3053,34.0436
Southwest,15,-118.346,34.0326
Olympic,15,-118.3091,34.0545
Northeast,14,-118.2511,34.1202
Olympic,19,-118.2891,34.0598
Newton,21,-118.2686,34.0289
West LA,2,-118.421,34.0588
Rampart,16,-118.2814,34.0605
West LA,2,-118.4469,34.0899
Southwest,12,-118.3034,34.0085
Topanga,14,-118.6426,34.1898
Pacific,1,-118.4452,33.9604
Rampart,13,-118.2553,34.0579
Olympic,9,-118.3004,34.0672
Central,7,-118.2584,34.0416
West Valley,14,-118.4749,34.1529
Wilshire,23,-118.3658,34.0761
Southwest,10,-118.3214,34.0108
Hollenbeck,23,-118.1651,34.0963
N Hollywood,22,-118.379,34.1576
Northeast,22,-118.1883,34.13
Newton,23,-118.2675,34.0324
Mission,3,-118.442,34.2516
West LA,23,-118.4516,34.0683
77th Street,12,-118.3089,33.9897
Devonshire,13,-118.5754,34.2866
Hollenbeck,4,-118.195,34.0372
Southwest,11,-118.3231,34.0095
Central,21,-118.2637,34.0322
77th Street,17,-118.3149,33.9933
West LA,9,-118.4285,34.0401
Mission,15,-118.4512,34.2778
Hollywood,17,-118.3316,34.1267
Pacific,14,-118.3732,33.9773
Van Nuys,17,-118.4487,34.1907
N Hollywood,14,-118.3812,34.1976
West LA,2,-118.4783,34.0585
Pacific,8,-118.4178,33.9659
Hollywood,23,-118.3654,34.104
Wilshire,17,-118.3425,34.0496
Central,0,-118.2595,34.0423
Northeast,9,-118.2598,34.1229
Southeast,12,-118.2869,33.9455
Central,14,-118.2439,34.0442
West LA,2,-118.4469,34.0899
Olympic,17,-118.2854,34.0524
Southeast,20,-118.2827,33.9574
Wilshire,12,-118.3731,34.0732
Pacific,15,-118.4095,33.942
Hollywood,12,-118.3215,34.1159
Southeast,3,-118.2695,33.9265
Foothill,12,-118.3989,34.2619
Northeast,15,-118.2692,34.1141
N Hollywood,19,-118.3472,34.1284
Pacific,19,-118.4522,33.9945
Wilshire,19,-118.3614,34.0716
Hollywood,8,-118.3266,34.0944
Van Nuys,13,-118.4225,34.1504
Newton,13,-118.2783,33.9824
Devonshire,13,-118.5886,34.2645
N Hollywood,19,-118.4166,34.1936
77th Street,16,-118.3089,33.9892
Olympic,15,-118.2941,34.0709
N Hollywood,10,-118.4002,34.2003
Southwest,14,-118.2941,34.0073
Newton,13,-118.2783,33.9824
Van Nuys,20,-118.4509,34.1939
Northeast,4,-118.1929,34.1278
Topanga,15,-118.6135,34.2034
Newton,9,-118.2586,34.0258
Central,11,-118.2602,34.0308
Rampart,19,-118.2684,34.0601
Southwest,15,-118.3239,34.0312
West Valley,6,-118.536,34.2011
Northeast,23,-118.2918,34.0956
Rampart,10,-118.258,34.0565
Hollenbeck,17,-118.2222,34.0233
Wilshire,15,-118.3504,34.0451
Topanga,15,-118.5885,34.2083
Van Nuys,9,-118.4485,34.1794
West Valley,20,-118.5014,34.2179
Southwest,1,-118.3723,34.0218
Van Nuys,8,-118.4574,34.1794
Olympic,22,-118.3054,34.0654
Mission,10,-118.454,34.292
77th Street,13,-118.2915,33.9892
Olympic,14,-118.309,34.04
N Hollywood,10,-118.3878,34.1867
77th Street,15,-118.3161,33.96
Rampart,15,-118.2701,34.0474
West LA,13,-118.4711,34.0668
West LA,11,-118.5501,34.0395
Southeast,20,-118.2564,33.9602
Wilshire,23,-118.3662,34.0665
Foothill,16,-118.3969,34.2423
Mission,8,-118.4293,34.3083
Newton,16,-118.2696,33.9923
Newton,13,-118.2646,34.0311
Pacific,12,-118.477,33.9965
Foothill,23,-118.391,34.2194
Foothill,23,-118.3564,34.2105
Southwest,18,-118.3248,34.0256
Pacific,14,-118.4522,34.0049
Pacific,21,-118.4522,33.9963
Hollenbeck,3,-118.2221,34.051
West Valley,14,-118.5099,34.2121
West LA,9,-118.4626,34.048
Wilshire,2,-118.3504,34.0624
Newton,21,-118.2456,34.0018
77th Street,20,-118.3352,33.9806
77th Street,14,-118.3046,33.9814
77th Street,15,-118.3002,33.9892
Devonshire,13,-118.5973,34.2573
Pacific,23,-118.4532,34.0062
Wilshire,23,-118.3495,34.0359
Foothill,23,-118.4283,34.2524
Southeast,13,-118.2542,33.9388
Harbor,15,-118.3088,33.7443
Olympic,5,-118.2916,34.0473
Devonshire,13,-118.4934,34.2758
77th Street,8,-118.3089,33.9906
N Hollywood,16,-118.3965,34.1794
Hollywood,21,-118.3192,34.1053
Central,11,-118.2718,34.0424
Rampart,23,-118.2827,34.0473
77th Street,21,-118.3338,33.9829
Newton,3,-118.2726,34.0187
Pacific,14,-118.3817,33.9685
Olympic,2,-118.3181,34.0799
Southeast,16,-118.2506,33.9425
West LA,8,-118.4478,34.0578
Olympic,14,-118.3177,34.0436
Pacific,22,-118.3939,33.9489
Olympic,10,-118.2916,34.04
West LA,14,-118.4456,34.0492
Southeast,8,-118.2826,33.9356
Mission,10,-118.4609,34.2563
Topanga,4,-118.6483,34.1742
N Hollywood,23,-118.3965,34.1794
77th Street,18,-118.3002,33.9969
Topanga,12,-118.5885,34.2199
Rampart,23,-118.2917,34.0836
Southeast,6,-118.2541,33.9474
77th Street,11,-118.3309,33.9829
Hollenbeck,18,-118.2032,34.0469
Rampart,10,-118.2702,34.0554
Van Nuys,11,-118.44,34.1794
West Valley,12,-118.5623,34.201
Harbor,13,-118.2975,33.7978
77th Street,21,-118.2938,33.9823
Northeast,18,-118.2089,34.0966
Hollywood,14,-118.3093,34.1017
Central,10,-118.2628,34.0462
Hollywood,11,-118.3025,34.092
Pacific,1,-118.4278,34.017
West Valley,10,-118.5098,34.1723
Hollywood,22,-118.3414,34.0992
Rampart,6,-118.2711,34.0579
N Hollywood,19,-118.3763,34.1545
Central,20,-118.247,34.0503
Rampart,5,-118.2779,34.057
Olympic,20,-118.2975,34.0712
77th Street,22,-118.2739,33.9651
Hollywood,13,-118.3157,34.0908
Van Nuys,12,-118.4487,34.2012
Harbor,14,-118.26,33.789
West LA,12,-118.4446,34.0596
Foothill,1,-118.3386,34.2644
Rampart,23,-118.2727,34.063
Olympic,6,-118.2878,34.0652
Pacific,2,-118.4253,34.0182
Southeast,7,-118.2594,33.947
Rampart,18,-118.2738,34.0613
Newton,5,-118.2394,34.0221
Southwest,18,-118.3281,34.0019
Harbor,19,-118.2975,33.7899
Van Nuys,15,-118.4339,34.205
Topanga,11,-118.5622,34.1938
Olympic,9,-118.2891,34.0473
West LA,12,-118.4685,34.0589
Van Nuys,16,-118.4312,34.1722
Northeast,11,-118.2675,34.1241
Devonshire,5,-118.4782,34.2754
77th Street,8,-118.2739,33.9713
West LA,13,-118.4484,34.0465
Newton,7,-118.2555,34.0268
Mission,20,-118.4419,34.2724
Central,7,-118.2439,34.0603
Southeast,16,-118.2652,33.9237
Mission,12,-118.4517,34.2336
West LA,17,-118.4502,34.0294
Southeast,17,-118.2916,33.9019
N Hollywood,19,-118.4225,34.2012
N Hollywood,8,-118.4181,34.194
Mission,7,-118.4286,34.3037
Southeast,14,-118.234,33.9533
Harbor,2,-118.3091,33.8315
Mission,15,-118.4488,34.218
Foothill,9,-118.272,34.2441
Southwest,17,-118.2829,34.0357
Central,8,-118.2676,34.0365
Central,5,-118.242,34.043
Harbor,23,-118.2929,33.7477
Topanga,12,-118.5975,34.2083
Pacific,19,-118.4403,33.9873
N Hollywood,9,-118.3414,34.1432
West LA,9,-118.4237,34.0632
Central,10,-118.2405,34.0395
Southeast,11,-118.2871,33.9555
Southwest,22,-118.3723,34.0217
Harbor,13,-118.244,33.7912
Topanga,5,-118.6147,34.2047
Harbor,9,-118.2923,33.7538
Olympic,12,-118.3091,34.0654
Mission,10,-118.4676,34.2355
Hollenbeck,17,-118.2014,34.0569
Northeast,16,-118.2918,34.1054
77th Street,12,-118.3309,33.9829
Southwest,10,-118.3509,34.0325
Van Nuys,21,-118.4531,34.1594
Rampart,16,-118.2498,34.0672
Southeast,22,-118.2462,33.9415
Van Nuys,19,-118.4312,34.2072
Central,12,-118.2637,34.0322
Rampart,8,-118.2842,34.0473
Wilshire,11,-118.3765,34.0802
Newton,15,-118.2739,33.9892
Pacific,16,-118.4483,33.9964
Central,21,-118.2359,34.0401
Olympic,21,-118.2916,34.0578
Van Nuys,18,-118.4639,34.1335
Van Nuys,5,-118.4575,34.1867
Wilshire,13,-118.3608,34.0577
Southwest,17,-118.3384,34.0256
Newton,23,-118.2488,34.0264
Van Nuys,17,-118.4662,34.2012
West LA,11,-118.3953,34.0509
Southeast,17,-118.2605,33.9583
Northeast,12,-118.2841,34.1125
Mission,17,-118.409,34.2973
77th Street,9,-118.3089,34.0001
Wilshire,11,-118.3467,34.0424
