Area_Name,HR,lon,lat
Harbor,9,-118.2879,33.7324
Central,12,-118.2683,34.0327
Northeast,7,-118.2174,34.0862
Southeast,18,-118.2332,33.9449
Foothill,11,-118.4129,34.2517
Newton,7,-118.2795,33.9789
Rampart,12,-118.2707,34.0547
77th Street,15,-118.3112,33.9798
N Hollywood,19,-118.3746,34.1795
Rampart,21,-118.2917,34.0836
West LA,9,-118.3949,34.0553
Newton,18,-118.2696,34.0039
Van Nuys,14,-118.4422,34.1507
Hollywood,14,-118.3869,34.1219
Southeast,11,-118.2652,33.9348
Topanga,9,-118.5974,34.1733
Wilshire,15,-118.3681,34.0611
Central,13,-118.2491,34.0517
Harbor,14,-118.3102,33.7421
Central,14,-118.2673,34.0342
Rampart,18,-118.2722,34.0523
77th Street,9,-118.2717,33.9679
West Valley,18,-118.4957,34.1596
Rampart,21,-118.2616,34.0753
Southwest,1,-118.3023,34.0093
Topanga,9,-118.6059,34.1965
Olympic,18,-118.2916,34.0674
77th Street,23,-118.2915,34.0006
Hollywood,23,-118.3656,34.098
Van Nuys,6,-118.4356,34.1667
Hollywood,18,-118.3136,34.1017
N Hollywood,0,-118.4138,34.2046
Mission,12,-118.4502,34.2354
N Hollywood,19,-118.4052,34.1594
77th Street,2,-118.2739,33.9679
77th Street,14,-118.3186,33.9891
Topanga,11,-118.6058,34.172
Devonshire,14,-118.547,34.2782
Central,17,-118.2615,34.033
Southeast,0,-118.2739,33.932
N Hollywood,18,-118.4132,34.1722
Mission,13,-118.4589,34.2718
Newton,16,-118.2587,33.9976
77th Street,8,-118.3264,33.9891
Hollywood,11,-118.349,34.0962
West LA,12,-118.4397,34.0599
Southwest,18,-118.2959,34.0109
Wilshire,11,-118.3273,34.069
West Valley,8,-118.4858,34.1939
Topanga,8,-118.6295,34.201
Mission,18,-118.4696,34.2573
N Hollywood,9,-118.3646,34.1329
Wilshire,12,-118.348,34.0394
Olympic,11,-118.3004,34.069
West LA,11,-118.4443,34.0477
Wilshire,8,-118.3816,34.0753
Topanga,12,-118.6017,34.1865
Rampart,9,-118.268,34.0703
Harbor,6,-118.2571,33.787
Southwest,6,-118.3519,34.0325
Central,21,-118.2534,34.0452
Southwest,15,-118.346,34.0241
Devonshire,14,-118.5199,34.2504
Central,20,-118.2669,34.0419
Hollenbeck,5,-118.1782,34.0861
Mission,19,-118.4575,34.2282
West Valley,15,-118.4859,34.2012
Southeast,11,-118.2826,33.9383
Northeast,18,-118.2331,34.099
Northeast,16,-118.2208,34.1241
Foothill,13,-118.4118,34.2564
Rampart,15,-118.2769,34.0446
Hollywood,5,-118.3169,34.0865
Wilshire,19,-118.3636,34.0586
N Hollywood,7,-118.3773,34.1681
Northeast,14,-118.1815,34.1144
77th Street,0,-118.2871,33.9897
Van Nuys,6,-118.4225,34.1903
Devonshire,15,-118.5973,34.25
Van Nuys,20,-118.428,34.2012
77th Street,13,-118.3002,34.0037
Northeast,23,-118.199,34.1106
77th Street,19,-118.2827,33.9892
N Hollywood,20,-118.3965,34.194
Olympic,19,-118.2917,34.0691
Pacific,22,-118.4723,33.9877
Central,8,-118.2381,34.0472
Harbor,6,-118.2934,33.7639
Hollywood,21,-118.338,34.098
Hollenbeck,11,-118.1688,34.0849
N Hollywood,19,-118.3703,34.1524
Devonshire,8,-118.5197,34.2721
Harbor,10,-118.2678,33.7739
Pacific,8,-118.3961,34.0272
Olympic,14,-118.3028,34.04
77th Street,22,-118.2871,33.9747
West LA,12,-118.4317,34.0439
Mission,17,-118.4493,34.2264
Topanga,10,-118.6015,34.187
Van Nuys,17,-118.429,34.1867
Southeast,16,-118.2652,33.9292
Newton,0,-118.2299,34.0256
Van Nuys,21,-118.4487,34.1877
West LA,14,-118.4484,34.0465
77th Street,15,-118.3003,33.96
Van Nuys,18,-118.4166,34.162
Mission,7,-118.4697,34.2791
Van Nuys,16,-118.4312,34.1904
Hollywood,16,-118.3092,34.0908
Hollywood,8,-118.3316,34.1267
Mission,22,-118.4675,34.2428
Southwest,19,-118.327,34.0109
Hollywood,11,-118.3823,34.1066
Olympic,19,-118.3079,34.0654
Hollywood,0,-118.3092,34.0919
77th Street,21,-118.3149,34.0001
West LA,11,-118.4443,34.0477
Hollywood,22,-118.3387,34.1016
Rampart,8,-118.2789,34.0435
West Valley,22,-118.5163,34.2047
Mission,9,-118.4586,34.2645
Harbor,6,-118.3076,33.7895
Rampart,11,-118.28,34.0559
Hollywood,5,-118.3215,34.1186
Rampart,16,-118.2742,34.0454
Hollenbeck,7,-118.1945,34.038
Topanga,14,-118.6234,34.1937
Southwest,8,-118.309,34.0363
Pacific,19,-118.4213,34.0044
Topanga,15,-118.6058,34.1569
West LA,12,-118.4317,34.0439
Pacific,19,-118.4794,33.9967
Pacific,16,-118.3901,33.9455
Foothill,16,-118.3989,34.2619
Hollywood,10,-118.3267,34.1016
Central,15,-118.2675,34.0324
Topanga,12,-118.5976,34.2355
Southeast,1,-118.2652,33.9348
Southeast,19,-118.2871,33.9367
Southwest,17,-118.2915,34.0055
Mission,17,-118.4528,34.2769
West Valley,8,-118.5273,34.2011
Hollywood,6,-118.3656,34.098
77th Street,11,-118.3113,34.0037
Topanga,14,-118.5884,34.1938
Newton,18,-118.258,34.019
Central,18,-118.2383,34.0623
Mission,17,-118.4528,34.2769
Olympic,18,-118.2917,34.0704
Van Nuys,18,-118.4166,34.162
77th Street,20,-118.3277,33.9872
Central,0,-118.2319,34.0496
West LA,9,-118.4465,34.0602
Southwest,13,-118.284,34.0352
Wilshire,8,-118.3462,34.0889
Devonshire,10,-118.5027,34.2212
Newton,11,-118.2653,34.0154
Southwest,7,-118.3132,34.0109
Olympic,11,-118.3185,34.069
Olympic,16,-118.2992,34.0636
Newton,6,-118.2619,34.0207
Pacific,15,-118.3978,34.0238
Hollenbeck,17,-118.1632,34.0739
Devonshire,16,-118.5027,34.2212
77th Street,22,-118.2915,33.9951
Hollenbeck,23,-118.177,34.0743
Central,16,-118.2628,34.0462
Northeast,15,-118.2069,34.1215
Wilshire,21,-118.3581,34.0552
Pacific,4,-118.4733,33.9871
Newton,17,-118.2705,34.0144
Devonshire,15,-118.5973,34.2572
Van Nuys,7,-118.4618,34.1867
Hollywood,17,-118.3416,34.098
Devonshire,4,-118.6104,34.254
Mission,0,-118.4303,34.2296
Olympic,20,-118.3101,34.0597
Newton,20,-118.2608,33.9983
Hollywood,14,-118.3295,34.1016
Olympic,20,-118.3091,34.0597
Topanga,9,-118.5797,34.1938
Olympic,19,-118.3063,34.0527
Van Nuys,13,-118.4138,34.1576
Newton,7,-118.2783,33.9933
Hollenbeck,8,-118.1988,34.0388
West Valley,15,-118.5033,34.1598
Newton,14,-118.2653,34.0154
West Valley,13,-118.5513,34.201
Pacific,9,-118.4208,33.9616
Newton,9,-118.274,34.0111
Van Nuys,21,-118.4574,34.2012
Harbor,8,-118.2845,33.7909
Harbor,10,-118.2807,33.7895
N Hollywood,20,-118.4138,34.1904
Hollenbeck,13,-118.2118,34.0582
Hollywood,16,-118.3882,34.1217
Hollenbeck,17,-118.2156,34.0836
N Hollywood,6,-118.3703,34.194
Mission,9,-118.4287,34.2178
Foothill,13,-118.4174,34.2748
Hollenbeck,8,-118.21,34.018
Rampart,12,-118.2492,34.0652
Central,6,-118.2587,34.0497
Pacific,20,-118.3962,33.9599
Wilshire,8,-118.3614,34.0782
Devonshire,18,-118.5536,34.2355
West LA,7,-118.4261,34.0951
Newton,19,-118.2333,34.019
77th Street,17,-118.3089,34.0037
Olympic,0,-118.2917,34.0691
Southeast,21,-118.2652,33.931
Hollywood,12,-118.318,34.1053
Central,8,-118.2563,34.0495
Hollywood,10,-118.3353,34.098
Olympic,10,-118.287,34.0637
Newton,15,-118.2564,33.9893
Van Nuys,18,-118.4312,34.1794
Newton,6,-118.2795,33.9789
Southwest,22,-118.2827,34.0112
Central,12,-118.2411,34.0565
N Hollywood,1,-118.4189,34.2181
West Valley,11,-118.5095,34.166
Harbor,12,-118.2879,33.7397
Harbor,10,-118.2635,33.777
Foothill,14,-118.4117,34.2737
Rampart,18,-118.2627,34.0565
77th Street,22,-118.2871,33.9892
Newton,12,-118.2734,34.0247
West LA,15,-118.4631,34.0737
Olympic,18,-118.3079,34.0654
Foothill,11,-118.4195,34.2469
Mission,19,-118.4222,34.2973
Topanga,2,-118.6016,34.2029
77th Street,14,-118.2651,33.9602
West LA,8,-118.3919,34.0413
Newton,14,-118.248,34.0231
Devonshire,8,-118.5754,34.2866
West Valley,7,-118.4836,34.1867
Hollenbeck,17,-118.1877,34.0881
Hollywood,16,-118.3295,34.098
Wilshire,19,-118.3547,34.084
Topanga,18,-118.6146,34.1792
Newton,16,-118.2717,34.0324
Olympic,19,-118.2927,34.0545
Pacific,16,-118.4074,33.994
Devonshire,12,-118.5623,34.2282
Foothill,12,-118.3666,34.23
77th Street,21,-118.3089,33.9892
Topanga,11,-118.5885,34.2199
Hollywood,9,-118.3211,34.0998
N Hollywood,17,-118.4052,34.1867
Hollenbeck,8,-118.2103,34.0241
N Hollywood,17,-118.3653,34.1649
Olympic,18,-118.2916,34.0559
Olympic,13,-118.3066,34.0577
Southeast,10,-118.2761,33.9347
Newton,22,-118.2652,33.9998
Rampart,9,-118.252,34.0677
Topanga,17,-118.571,34.2096
Olympic,9,-118.3181,34.0799
Northeast,16,-118.2874,34.1108
77th Street,14,-118.2959,33.96
Van Nuys,21,-118.4662,34.1703
Pacific,21,-118.3962,33.9599
77th Street,22,-118.3002,33.9842
Hollenbeck,21,-118.2009,34.0499
West LA,8,-118.4096,34.0569
N Hollywood,10,-118.3965,34.1885
Rampart,13,-118.27,34.0473
Pacific,17,-118.4551,33.9864
Newton,12,-118.2708,34.0258
Hollenbeck,15,-118.2012,34.0339
West LA,17,-118.445,34.0425
Central,9,-118.2398,34.0546
Van Nuys,23,-118.4662,34.2066
Harbor,16,-118.2924,33.7297
Newton,11,-118.274,33.9993
77th Street,17,-118.289,34.0037
Devonshire,7,-118.4957,34.2612
N Hollywood,18,-118.4138,34.2012
Southwest,11,-118.3351,34.0326
Southeast,7,-118.2565,33.9419
Van Nuys,19,-118.44,34.1785
Hollenbeck,18,-118.1711,34.0757
Central,12,-118.2622,34.0322
Van Nuys,15,-118.4312,34.1576
N Hollywood,15,-118.3637,34.194
Northeast,14,-118.2153,34.1343
Newton,12,-118.2394,34.0071
West Valley,13,-118.48,34.1903
Van Nuys,8,-118.44,34.1802
Wilshire,11,-118.3649,34.0558
Hollywood,13,-118.3361,34.11
Southeast,12,-118.2435,33.9457
Van Nuys,21,-118.4376,34.138
Hollywood,14,-118.3489,34.1016
West Valley,11,-118.5011,34.1939
Devonshire,10,-118.5062,34.3327
Southwest,15,-118.2977,34.0191
Central,16,-118.254,34.0569
77th Street,19,-118.3112,33.9636
Hollywood,17,-118.34,34.1091
77th Street,23,-118.3089,34.0028
Newton,9,-118.2783,34.0038
West LA,9,-118.4556,34.0383
Central,16,-118.2587,34.0497
Pacific,8,-118.4165,34.0308
77th Street,14,-118.2959,33.96
Wilshire,8,-118.3789,34.0764
Hollywood,8,-118.3387,34.098
Hollywood,12,-118.3267,34.098
Hollywood,9,-118.3158,34.0981
Foothill,12,-118.3519,34.2473
Pacific,18,-118.384,33.9495
Mission,9,-118.4488,34.2134
Van Nuys,16,-118.4537,34.149
Pacific,18,-118.4303,33.9994
West LA,16,-118.4594,34.0701
77th Street,6,-118.309,33.9627
Topanga,12,-118.5735,34.1824
Olympic,15,-118.2877,34.04
West LA,13,-118.5269,34.048
Topanga,9,-118.5885,34.212
West LA,7,-118.476,34.0514
Van Nuys,6,-118.44,34.1885
Hollywood,15,-118.3136,34.0938
West Valley,13,-118.5428,34.1715
N Hollywood,10,-118.3921,34.1722
Topanga,8,-118.638,34.1609
Pacific,6,-118.43,34.0299
Van Nuys,13,-118.4575,34.1867
Northeast,21,-118.2724,34.1161
Hollywood,17,-118.338,34.098
Topanga,13,-118.6016,34.1938
Northeast,7,-118.2592,34.1002
Harbor,19,-118.2637,33.7799
Devonshire,13,-118.5361,34.2373
Southwest,6,-118.3152,34.0108
Devonshire,8,-118.5623,34.2282
Olympic,13,-118.3078,34.0635
Southwest,11,-118.2959,34.0109
77th Street,4,-118.2827,33.9892
West Valley,7,-118.536,34.1737
Olympic,7,-118.2898,34.0443
Wilshire,9,-118.3717,34.0387
West LA,21,-118.5398,34.043
Olympic,2,-118.287,34.0637
Devonshire,9,-118.5364,34.2757
Foothill,18,-118.274,34.2454
Hollywood,11,-118.3277,34.098
Rampart,10,-118.2616,34.0583
Mission,14,-118.4516,34.2248
West LA,9,-118.4407,34.0541
Van Nuys,13,-118.4488,34.2012
Van Nuys,14,-118.4596,34.1758
77th Street,15,-118.2937,33.9746
Hollenbeck,12,-118.1738,34.0808
Northeast,17,-118.2685,34.0893
Foothill,7,-118.3114,34.2597
Southeast,14,-118.2541,33.9433
Wilshire,20,-118.3386,34.0711
Northeast,9,-118.2962,34.0986
Central,15,-118.2692,34.0363
Foothill,16,-118.4264,34.263
Southeast,10,-118.2871,33.9274
Pacific,15,-118.4695,33.9908
Topanga,15,-118.6426,34.1898
Van Nuys,11,-118.4661,34.2142
Olympic,9,-118.3136,34.0763
Olympic,20,-118.309,34.0436
Southwest,20,-118.3078,34.0339
Wilshire,8,-118.3513,34.0573
Pacific,18,-118.4512,33.995
Harbor,12,-118.2514,33.7806
Newton,8,-118.2675,34.0288
Harbor,12,-118.2923,33.7379
West LA,20,-118.4693,34.0776
Hollenbeck,15,-118.2116,34.066
77th Street,20,-118.3046,33.9924
Southwest,15,-118.3113,34.0327
Southwest,7,-118.285,34.0074
Mission,0,-118.4309,34.2095
Southeast,15,-118.2652,33.9311
N Hollywood,20,-118.4052,34.1613
Newton,17,-118.2783,33.9933
Newton,6,-118.2565,34.0011
Rampart,14,-118.2736,34.0727
Newton,5,-118.2478,33.9967
Mission,19,-118.4676,34.2355
Mission,5,-118.4404,34.2353
Pacific,7,-118.3875,33.9309
Southwest,12,-118.3089,34.0165
Southwest,1,-118.3552,34.0247
Mission,8,-118.4677,34.2283
N Hollywood,15,-118.4138,34.2012
Topanga,14,-118.6315,34.1634
Foothill,23,-118.2932,34.2514
West Valley,21,-118.5361,34.1688
Harbor,5,-118.2417,33.7812
Rampart,19,-118.2804,34.0423
Olympic,8,-118.3101,34.0436
Central,22,-118.262,34.0416
Olympic,18,-118.2916,34.0443
Northeast,8,-118.2458,34.1149
77th Street,0,-118.3309,33.9829
Newton,15,-118.2564,33.9857
Olympic,9,-118.3101,34.0527
Wilshire,17,-118.3795,34.0736
West Valley,3,-118.5535,34.1906
Rampart,11,-118.2823,34.0609
Olympic,5,-118.2868,34.0765
Foothill,12,-118.3531,34.2088
Southwest,18,-118.3182,34.0108
Harbor,4,-118.2924,33.727
Southwest,14,-118.3282,34.0277
Wilshire,14,-118.3441,34.0819
Rampart,9,-118.2492,34.0652
West LA,22,-118.552,34.0445
Central,15,-118.2445,34.051
West LA,12,-118.4626,34.048
Southeast,0,-118.2812,33.9568
Van Nuys,23,-118.4138,34.1576
Topanga,6,-118.6468,34.2241
Van Nuys,20,-118.4487,34.1939
77th Street,13,-118.2915,33.9897
77th Street,18,-118.2827,33.9933
Hollywood,16,-118.3147,34.1017
West Valley,4,-118.5273,34.2048
77th Street,2,-118.287,33.9601
Devonshire,23,-118.5623,34.2282
Topanga,16,-118.6145,34.1688
Wilshire,14,-118.3419,34.0762
Hollywood,19,-118.3478,34.1016
West Valley,19,-118.5579,34.2029
Newton,0,-118.2695,33.9755
Devonshire,21,-118.5273,34.2573
Devonshire,8,-118.5448,34.25
Northeast,7,-118.2655,34.0808
Topanga,15,-118.6146,34.1915
West LA,14,-118.502,34.0634
N Hollywood,15,-118.4137,34.1867
Van Nuys,16,-118.4662,34.2085
Devonshire,0,-118.5492,34.2477
Northeast,11,-118.2041,34.1125
Southwest,21,-118.3519,34.0325
Northeast,17,-118.2638,34.0815
West LA,8,-118.4537,34.0324
Topanga,22,-118.5668,34.2075
Wilshire,8,-118.3651,34.0645
77th Street,21,-118.2871,33.9933
Olympic,0,-118.2916,34.0443
77th Street,12,-118.3002,33.9899
Southwest,14,-118.2948,34.0255
Hollywood,10,-118.3333,34.1016
Central,9,-118.243,34.0458
West LA,12,-118.5242,34.0461
Devonshire,7,-118.5492,34.2454
Northeast,3,-118.1929,34.1278
Wilshire,15,-118.3386,34.0835
Northeast,18,-118.236,34.0887
77th Street,14,-118.3112,33.9637
Southeast,22,-118.2652,33.9311
Harbor,16,-118.3088,33.7443
Hollywood,13,-118.3157,34.0918
Foothill,14,-118.3114,34.2633
Topanga,14,-118.5832,34.1946
Pacific,7,-118.4786,33.9957
Northeast,7,-118.2224,34.0839
Devonshire,7,-118.5006,34.3129
Foothill,8,-118.3671,34.2203
Topanga,10,-118.5929,34.2198
Southwest,7,-118.3204,34.0108
West LA,8,-118.4305,34.0424
N Hollywood,19,-118.3878,34.2012
Hollywood,22,-118.3295,34.1016
Hollenbeck,11,-118.2156,34.0736
Rampart,19,-118.2819,34.0428
Hollenbeck,14,-118.2023,34.0364
West LA,17,-118.4496,34.0462
Van Nuys,12,-118.4312,34.1576
Northeast,18,-118.2443,34.1133
Southeast,17,-118.2762,33.9447
Foothill,13,-118.2794,34.2411
West Valley,16,-118.536,34.2084
Devonshire,14,-118.5976,34.2427
Olympic,18,-118.3136,34.0746
Newton,22,-118.274,34.0111
Southwest,7,-118.3646,34.0216
West Valley,17,-118.4945,34.1579
Central,18,-118.2523,34.0419
Hollenbeck,16,-118.1979,34.0188
Northeast,8,-118.2567,34.0844
Devonshire,14,-118.5511,34.2956
Van Nuys,7,-118.4444,34.1827
Mission,5,-118.4404,34.2353
Southeast,0,-118.2812,33.9568
Topanga,14,-118.5832,34.1946
Topanga,6,-118.6468,34.2241
West Valley,16,-118.536,34.2084
Southwest,7,-118.285,34.0074
Devonshire,7,-118.5492,34.2454
Hollenbeck,14,-118.2023,34.0364
Devonshire,14,-118.5511,34.2956
Van Nuys,20,-118.4487,34.1939
Wilshire,20,-118.3386,34.0711
77th Street,16,-118.3062,33.9892
Topanga,13,-118.5798,34.2201
Newton,6,-118.2803,33.9782
West Valley,18,-118.5208,34.2012
Mission,16,-118.4502,34.2271
Foothill,0,-118.2905,34.235
Olympic,19,-118.3091,34.0581
Hollywood,23,-118.3091,34.0849
77th Street,18,-118.309,33.96
Harbor,15,-118.2713,33.7766
Topanga,10,-118.6059,34.1792
Harbor,15,-118.288,33.7243
Harbor,19,-118.2819,33.7613
Hollenbeck,16,-118.195,34.0372
Pacific,15,-118.4106,34.0271
Pacific,0,-118.4366,34.0237
Devonshire,10,-118.5023,34.2575
West LA,10,-118.3802,34.0392
Olympic,7,-118.3003,34.0545
Olympic,19,-118.3091,34.0835
Olympic,19,-118.3004,34.069
Mission,19,-118.4575,34.2282
Pacific,6,-118.4446,34.0254
West Valley,13,-118.5273,34.2012
West Valley,22,-118.5055,34.2212
West LA,9,-118.5188,34.0279
Southwest,13,-118.3132,34.0183
Southwest,12,-118.3529,34.0308
Hollywood,11,-118.3753,34.1236
Southeast,11,-118.2408,33.9482
Devonshire,22,-118.4945,34.2729
77th Street,20,-118.3308,33.995
77th Street,19,-118.2827,33.9679
Wilshire,22,-118.3386,34.0803
77th Street,0,-118.2783,33.9747
Harbor,0,-118.2929,33.7215
Rampart,15,-118.2628,34.0602
N Hollywood,16,-118.4229,34.21
77th Street,20,-118.3089,33.9852
N Hollywood,0,-118.3704,34.1636
Central,23,-118.2381,34.0472
Newton,15,-118.2739,33.9858
West LA,14,-118.456,34.0438
Mission,13,-118.4513,34.2927
Topanga,19,-118.5884,34.1938
Southwest,16,-118.2959,34.0109
Olympic,19,-118.3163,34.0526
Wilshire,23,-118.3213,34.0399
Olympic,21,-118.2841,34.0438
Central,10,-118.2683,34.0327
N Hollywood,17,-118.3965,34.1545
Wilshire,14,-118.344,34.0689
Southeast,23,-118.2351,33.9327
Olympic,2,-118.287,34.0618
Newton,23,-118.2652,34.0057
West LA,20,-118.438,34.0604
Mission,20,-118.4256,34.3116
Hollenbeck,12,-118.1804,34.0695
77th Street,19,-118.2652,33.9739
N Hollywood,21,-118.3834,34.1849
Newton,15,-118.2565,33.993
Devonshire,19,-118.5623,34.2204
Wilshire,4,-118.3454,34.0459
Central,4,-118.2663,34.0358
Devonshire,17,-118.5536,34.2428
Van Nuys,20,-118.4485,34.1721
Wilshire,7,-118.3176,34.0472
Hollenbeck,4,-118.1809,34.081
77th Street,0,-118.315,33.96
Pacific,21,-118.4023,33.9454
Devonshire,18,-118.5536,34.2282
Southeast,7,-118.2772,33.956
Rampart,11,-118.2687,34.0693
Hollenbeck,3,-118.201,34.0278
Hollywood,18,-118.331,34.0998
77th Street,17,-118.2918,33.9746
N Hollywood,7,-118.379,34.1903
Mission,19,-118.4528,34.2879
N Hollywood,16,-118.4195,34.2125
Hollenbeck,7,-118.2124,34.0302
Rampart,3,-118.3005,34.0836
Hollywood,0,-118.3363,34.0997
Mission,14,-118.4565,34.25
Mission,19,-118.4595,34.2727
West LA,10,-118.5174,34.0417
Northeast,20,-118.2257,34.0814
Van Nuys,18,-118.4138,34.1576
77th Street,12,-118.2915,33.9892
N Hollywood,15,-118.4052,34.2012
Rampart,15,-118.2808,34.0503
77th Street,7,-118.3046,33.9746
Rampart,10,-118.2633,34.0524
West Valley,2,-118.5622,34.1866
77th Street,22,-118.3101,33.9933
Hollywood,11,-118.3295,34.0998
Topanga,23,-118.577,34.1992
Pacific,18,-118.4074,34.0249
Olympic,17,-118.2987,34.0598
West LA,13,-118.3774,34.0373
Topanga,18,-118.5906,34.1938
N Hollywood,15,-118.4229,34.21
Pacific,14,-118.3892,33.9489
77th Street,21,-118.3113,33.9417
Mission,18,-118.4489,34.307
Hollywood,22,-118.3307,34.1074
Pacific,16,-118.3817,33.9685
77th Street,11,-118.2608,33.9629
Foothill,19,-118.2764,34.2456
Rampart,19,-118.2755,34.0399
Topanga,19,-118.6274,34.1883
Wilshire,11,-118.3547,34.0541
Foothill,18,-118.3745,34.2375
Northeast,5,-118.2974,34.0909
Wilshire,23,-118.3273,34.079
Hollywood,2,-118.3361,34.1042
Newton,17,-118.2521,34.0093
77th Street,18,-118.2871,33.9643
Wilshire,7,-118.3504,34.0451
77th Street,20,-118.2827,33.9611
Newton,21,-118.2697,33.9981
Foothill,0,-118.4172,34.2697
Newton,1,-118.274,34.0111
Olympic,17,-118.3143,34.0581
N Hollywood,14,-118.3704,34.1649
Southwest,20,-118.2819,34.0075
Hollywood,0,-118.3028,34.0836
Wilshire,2,-118.3454,34.0459
West Valley,6,-118.5055,34.2012
Hollywood,1,-118.3092,34.0981
West Valley,23,-118.4837,34.2085
Newton,6,-118.2433,34.0072
Foothill,18,-118.4259,34.2761
Southwest,14,-118.2938,34.0221
Mission,16,-118.4662,34.2214
Newton,16,-118.2717,34.0039
Southwest,17,-118.3057,34.0061
77th Street,14,-118.2695,33.9679
Harbor,23,-118.2815,33.8628
Topanga,21,-118.571,34.2084
Northeast,16,-118.2709,34.0984
Topanga,17,-118.6146,34.172
Wilshire,9,-118.3463,34.0726
Hollywood,13,-118.2917,34.0818
Hollenbeck,14,-118.208,34.023
West LA,10,-118.3818,34.0425
Pacific,0,-118.3962,33.9599
N Hollywood,10,-118.3792,34.127
Hollywood,14,-118.3744,34.1024
Southeast,12,-118.2564,33.9547
Foothill,20,-118.4098,34.2487
Hollywood,4,-118.3607,34.1146
West Valley,16,-118.5386,34.2011
Northeast,17,-118.2918,34.0991
N Hollywood,13,-118.3965,34.1976
West LA,9,-118.4519,34.0456
Van Nuys,9,-118.4181,34.1536
77th Street,20,-118.3126,33.9891
Hollywood,10,-118.3267,34.1052
West LA,18,-118.3827,34.0442
N Hollywood,13,-118.3637,34.194
Olympic,14,-118.2916,34.0598
Newton,20,-118.274,33.9965
Harbor,6,-118.2924,33.7334
Topanga,19,-118.612,34.149
Harbor,18,-118.2923,33.7361
Newton,0,-118.246,34.022
West Valley,3,-118.4812,34.1337
Northeast,17,-118.2961,34.0982
Wilshire,8,-118.3686,34.0847
Southeast,0,-118.2739,33.9456
Wilshire,16,-118.343,34.0762
77th Street,18,-118.3177,33.9873
Wilshire,18,-118.3462,34.0669
Topanga,11,-118.5975,34.1938
Northeast,12,-118.2741,34.0917
Rampart,13,-118.2892,34.0867
77th Street,23,-118.2564,33.9685
Rampart,8,-118.2671,34.0717
Wilshire,12,-118.3789,34.0764
Southwest,12,-118.3458,34.0176
Harbor,6,-118.3065,33.7434
Southwest,13,-118.3314,34.0109
Wilshire,23,-118.3779,34.0351
Topanga,10,-118.5975,34.2198
Southwest,11,-118.3182,34.0108
Topanga,6,-118.5995,34.2246
West Valley,5,-118.5014,34.2179
Southeast,9,-118.2623,33.9345
N Hollywood,19,-118.3664,34.1649
Pacific,18,-118.4122,33.9799
77th Street,1,-118.2564,33.9602
Southeast,21,-118.239,33.9352
West Valley,14,-118.5011,34.1866
Southeast,23,-118.2543,33.9237
Hollywood,1,-118.3615,34.0945
77th Street,18,-118.2918,33.9711
Southwest,16,-118.3351,34.011
Devonshire,13,-118.4959,34.2703
Van Nuys,11,-118.4542,34.1721
West LA,12,-118.4341,34.0352
77th Street,7,-118.3168,33.9806
Olympic,1,-118.3125,34.0817
Rampart,4,-118.257,34.0642
Foothill,15,-118.3243,34.2724
Mission,15,-118.4653,34.2428
Wilshire,14,-118.3652,34.0704
Hollywood,22,-118.3342,34.0944
Foothill,15,-118.3757,34.2262
Southwest,2,-118.352,34.0255
77th Street,11,-118.2739,33.9669
77th Street,17,-118.3068,33.9824
Newton,22,-118.2499,34.0011
77th Street,19,-118.3089,33.9933
Van Nuys,9,-118.4326,34.1483
West LA,19,-118.3837,34.0571
West LA,0,-118.4482,34.0636
Hollywood,19,-118.329,34.1053
Southwest,2,-118.2827,34.0038
Northeast,15,-118.2713,34.1367
Olympic,16,-118.2947,34.0545
Van Nuys,2,-118.4284,34.1794
77th Street,1,-118.3308,33.9931
Northeast,6,-118.2037,34.1072
Mission,9,-118.4488,34.2134
Central,20,-118.24,34.0498
West Valley,0,-118.5027,34.2212
Newton,11,-118.273,34.0302
West Valley,1,-118.5579,34.2142
Harbor,6,-118.2909,33.8729
Newton,21,-118.2432,33.9993
Southeast,20,-118.2652,33.9456
77th Street,21,-118.2871,33.9988
Southwest,21,-118.335,34.0326
Hollywood,8,-118.3371,34.1082
Hollenbeck,18,-118.213,34.082
Central,0,-118.2397,34.0438
Wilshire,9,-118.3454,34.0459
Olympic,22,-118.3091,34.0835
77th Street,0,-118.3286,33.9863
Pacific,19,-118.4012,33.9864
Topanga,19,-118.5623,34.1938
77th Street,8,-118.3089,33.9933
Topanga,14,-118.6428,34.1866
Hollywood,8,-118.3433,34.1016
Rampart,15,-118.2764,34.0887
N Hollywood,19,-118.3615,34.174
Newton,0,-118.246,34.022
77th Street,9,-118.2564,33.9675
Rampart,21,-118.2789,34.0456
Wilshire,0,-118.3298,34.0422
Foothill,12,-118.4227,34.2499
Central,23,-118.2402,34.0586
Van Nuys,22,-118.4137,34.1451
Newton,8,-118.2521,34.0039
Harbor,11,-118.2454,33.7911
Southwest,17,-118.3351,34.011
Central,1,-118.2493,34.046
Hollenbeck,20,-118.2127,34.039
Rampart,22,-118.2778,34.0549
Pacific,18,-118.3941,33.9782
Pacific,15,-118.4636,33.9849
Van Nuys,4,-118.4618,34.1939
Harbor,0,-118.2657,33.791
Pacific,16,-118.4587,34.0047
Van Nuys,12,-118.4527,34.1361
Central,13,-118.2645,34.0347
N Hollywood,19,-118.3953,34.1436
Harbor,17,-118.299,33.7352
Hollenbeck,3,-118.2217,34.043
Pacific,18,-118.3703,33.9787
West LA,1,-118.3998,34.0298
